Date,Product,Weight,Time
13.05.2018,Gym,1,16.50
13.05.2018,Water,200,17.10
13.05.2018,Pizza,123,17.40
13.05.2018,Apple,177,17.50
13.05.2018,Brownie,30,18.05
13.05.2018,Water,250,18.05
13.05.2018,Pilaf without meat,150,19.40
13.05.2018,Vegetable salad,251,19.40
13.05.2018,Water,250,21.45
13.05.2018,Brownie,72,21.45
13.05.2018,Cookie,12,21.45
13.05.2018,Pumpkin seeds,20,21.45
14.05.2018,Water,300,8.20
14.05.2018,Water,300,9.40
14.05.2018,Oatmeal,220,10.40
14.05.2018,Fruit tea,250,10.40
14.05.2018,Mineral water (Esentuki 4),250,12.10
14.05.2018,Dried apricots,27,13.25
14.05.2018,Water,250,13.30
14.05.2018,Peanuts / Almond Nuts,10,13.30
14.05.2018,Vegetable salad,60,15.30
14.05.2018,Fish,70,15.30
14.05.2018,Mors,250,15.30
14.05.2018,Fried potato,80,15.30
14.05.2018,Water,250,16.30
14.05.2018,Ice cream,70,16.35
14.05.2018,Chocolate/candy,25,16.40
14.05.2018,Bread,60,16.40
14.05.2018,Apple,255,16.50
14.05.2018,Bread,30,18.00
14.05.2018,Water,250,18.00
14.05.2018,Chocolate/candy,25,18.30
14.05.2018,Pumpkin seeds,20,19.20
14.05.2018,Fruit tea,300,19.35
14.05.2018,Patty with curd,85,19.35
14.05.2018,Cookie,15,19.35
14.05.2018,Pilaf without meat,77,21.40
14.05.2018,Meat,17,21.40
14.05.2018,Bread,50,21.40
14.05.2018,Chocolate/candy,13,21.40
14.05.2018,Water,250,21.55
15.05.2018,Water,300,7.00
15.05.2018,Water,250,8.00
15.05.2018,Oatmeal,210,11.30
15.05.2018,Fruit tea,300,11.30
15.05.2018,Mineral water (Esentuki 4),250,12.30
15.05.2018,Water,250,14.00
15.05.2018,Water,300,16.00
15.05.2018,Water,300,16.30
15.05.2018,Gym,1,16.30
15.05.2018,Noodles wok,300,17.00
15.05.2018,Latte,250,17.00
15.05.2018,Apple,270,18.00
15.05.2018,Water,250,18.50
15.05.2018,Water,250,20.50
15.05.2018,Chocolate/candy,18,20.50
15.05.2018,Milk,125,21.40
15.05.2018,Pumpkin seeds,20,21.40
15.05.2018,Bread,40,21.40
16.05.2018,Water,300,7.15
16.05.2018,Water,250,9.00
16.05.2018,Water,200,11.00
16.05.2018,Water,200,13.00
16.05.2018,Vegetable salad,100,15.30
16.05.2018,Borscht,200,15.30
16.05.2018,Stuffed cabbage,150,15.30
16.05.2018,Mors,200,15.30
16.05.2018,Sour cream,50,15.30
16.05.2018,Water,250,16.20
16.05.2018,Apple,141,17.15
16.05.2018,Water,250,17.40
16.05.2018,Pumpkin seeds,20,18.00
16.05.2018,Water,250,19.15
16.05.2018,Cookie,8,19.45
16.05.2018,Mineral water (Esentuki 4),250,20.20
16.05.2018,Bread,30,20.20
16.05.2018,Bread,70,21.00
16.05.2018,Dumplings with potatoes,200,21.20
16.05.2018,Vegetable salad,158,21.20
16.05.2018,Fruit tea,300,21.20
16.05.2018,Halva,13,21.30
17.05.2018,Water,300,6.45
17.05.2018,Water,300,9.40
17.05.2018,Oatmeal,217,10.00
17.05.2018,Fruit tea,250,10.00
17.05.2018,Mineral water (Esentuki 4),250,12.50
17.05.2018,Ice cream,70,12.50
17.05.2018,Marshmallow,43,13.20
17.05.2018,Water,250,13.40
17.05.2018,Gym,1,17.00
17.05.2018,Water,400,16.30
17.05.2018,Marshmallow,44,17.20
17.05.2018,Apple,136,17.20
17.05.2018,Water,250,17.20
17.05.2018,Bread,60,17.30
17.05.2018,Chocolate/candy,11,18.30
17.05.2018,Vegetable salad,139,19.00
17.05.2018,Peanuts / Almond Nuts,10,19.00
17.05.2018,Dumplings with potatoes,198,19.00
17.05.2018,Fruit tea,250,19.00
17.05.2018,Water,250,20.10
17.05.2018,Water,250,21.20
17.05.2018,Chocolate/candy,11,21.20
17.05.2018,Peanuts / Almond Nuts,9,22.30
17.05.2018,Dried apricots,26,22.30
17.05.2018,Cookie,12,22.30
17.05.2018,Red wine,150,23.50
18.05.2018,Curd,130,0.30
18.05.2018,Cookie,4,0.30
18.05.2018,Water,300,6.55
18.05.2018,Water,300,10.00
18.05.2018,Oatmeal,210,11.10
18.05.2018,Black tea,250,11.10
18.05.2018,Water,300,15.30
18.05.2018,Water,300,16.20
18.05.2018,Cod liver,82,17.00
18.05.2018,Bread,108,17.00
18.05.2018,Fruit tea,300,17.00
18.05.2018,Marshmallow,41,17.00
18.05.2018,Cheese,32,17.00
18.05.2018,Peanuts / Almond Nuts,8,17.00
18.05.2018,Apple,201,18.15
18.05.2018,Water,250,20.10
18.05.2018,Dried apricots,30,20.35
18.05.2018,Halva,11,20.35
18.05.2018,Cookie,12,20.35
18.05.2018,Zucchini fritters,150,21.50
18.05.2018,Sour cream,40,21.50
18.05.2018,Water,250,22.30
18.05.2018,Red wine,150,23.45
18.05.2018,Peanuts / Almond Nuts,10,23.45
19.05.2018,Water,300,6.30
19.05.2018,Water,250,8.30
19.05.2018,Water,250,9.30
19.05.2018,Zucchini fritters,186,11.45
19.05.2018,Sour cream,51,11.45
19.05.2018,Marshmallow,42,11.45
19.05.2018,Fruit tea,300,11.45
19.05.2018,Water,250,14.15
19.05.2018,Manti,80,15.20
19.05.2018,Cheburek,80,15.20
19.05.2018,Latte,400,15.20
19.05.2018,Ice cream,40,15.30
19.05.2018,Water,250,16.50
19.05.2018,Water,250,17.50
19.05.2018,Water,250,19.20
19.05.2018,Sausage,75,21.30
19.05.2018,Bread,75,21.30
19.05.2018,Cheese,30,21.30
19.05.2018,Apple,175,21.30
19.05.2018,Red wine,375,21.30
19.05.2018,Peanuts / Almond Nuts,15,21.30
19.05.2018,Water,250,21.50
20.05.2018,Water,300,6.20
20.05.2018,Bread,50,9.20
20.05.2018,Scrambled eggs,217,9.20
20.05.2018,Fruit tea,300,9.20
20.05.2018,Water,300,10.30
20.05.2018,Water,300,14.40
20.05.2018,Black tea,250,17.00
20.05.2018,Noodles wok,350,17.00
20.05.2018,Mineral water (Esentuki 4),250,19.10
20.05.2018,Apple,161,19.10
20.05.2018,Water,250,20.10
20.05.2018,Fried potato,137,21.20
20.05.2018,Bread,32,21.20
20.05.2018,Sausage,79,21.20
20.05.2018,Dried apricots,28,21.20
20.05.2018,Cookie,40,21.20
20.05.2018,Fruit tea,300,21.20
21.05.2018,Water,300,7.00
21.05.2018,Fruit tea,300,9.00
21.05.2018,Scrambled eggs,115,9.00
21.05.2018,Bread,47,9.00
21.05.2018,Cookie,30,9.00
21.05.2018,Water,250,14.50
21.05.2018,Apricots / peaches / nectarines,53,15.00
21.05.2018,Fried potato,153,15.25
21.05.2018,Bread,121,15.25
21.05.2018,Cottage cheese,45,15.20
21.05.2018,Sausage,63,15.25
21.05.2018,Brownie,57,15.25
21.05.2018,Mineral water (Esentuki 4),250,15.25
21.05.2018,Fruit tea,250,15.25
21.05.2018,Water,250,17.40
21.05.2018,Cherries,50,18.30
21.05.2018,Cheese,25,19.20
21.05.2018,Black tea,250,19.20
21.05.2018,Patty with curd,77,19.20
21.05.2018,Brownie,27,19.20
21.05.2018,Apricots / peaches / nectarines,52,21.05
21.05.2018,Water,250,21.05
21.05.2018,Bread,35,22.15
21.05.2018,Pumpkin seeds,18,23.05
21.05.2018,Curd,130,23.59
21.05.2018,Halva,32,23.05
22.05.2018,Water,300,6.40
22.05.2018,Water,250,8.15
22.05.2018,Water,250,10.20
22.05.2018,Oatmeal,220,11.30
22.05.2018,Fruit tea,300,11.30
22.05.2018,Latte,250,14.20
22.05.2018,Cookie,54,14.20
22.05.2018,Water,250,16.20
22.05.2018,Water,250,17.00
22.05.2018,Dried apricots,30,17.20
22.05.2018,Bread,23,17.20
22.05.2018,Ice cream,53,17.20
22.05.2018,Water,250,17.35
22.05.2018,Apple,189,18.25
22.05.2018,Broccoli cutlets,197,19.00
22.05.2018,Bread,43,19.00
22.05.2018,Fruit tea,250,19.00
22.05.2018,Cookie,24,19.10
22.05.2018,Water,250,20.25
22.05.2018,Mineral water (Esentuki 4),250,21.10
22.05.2018,Pumpkin seeds,20,22.20
22.05.2018,Sausage,36,22.30
22.05.2018,Bread,21,22.30
22.05.2018,Cookie,26,22.30
22.05.2018,Curd,130,23.59
22.05.2018,Brownie,26,23.59
23.05.2018,Water,300,6.10
23.05.2018,Water,300,8.55
23.05.2018,Oatmeal,205,10.00
23.05.2018,Fruit tea,250,10.00
23.05.2018,Water,200,13.00
23.05.2018,Meat with vegetables,300,14.30
23.05.2018,Latte,400,14.30
23.05.2018,Cookie,70,14.30
23.05.2018,Walnuts,25,16.00
23.05.2018,Mineral water (Esentuki 4),250,16.20
23.05.2018,Water,250,17.45
23.05.2018,Walnuts,20,17.55
23.05.2018,Dried apricots,28,17.55
23.05.2018,Cookie,8,17.55
23.05.2018,Water,250,19.10
23.05.2018,Apple,159,19.20
23.05.2018,Water,250,20.25
23.05.2018,Pasta,74,20.50
23.05.2018,Meat cutlet,51,20.50
23.05.2018,Fruit tea,250,20.55
23.05.2018,Cookie,27,20.55
24.05.2018,Water,300,6.20
24.05.2018,Water,250,7.20
24.05.2018,Water,300,9.10
24.05.2018,Cheese,50,10.40
24.05.2018,Fruit tea,250,10.40
24.05.2018,Cookie,20,10.40
24.05.2018,Water,200,13.00
24.05.2018,Ice cream,70,15.10
24.05.2018,Chicken wings,81,15.40
24.05.2018,Fried potato,50,15.40
24.05.2018,Latte,400,15.40
24.05.2018,Water,250,17.00
24.05.2018,Bread,60,19.00
24.05.2018,Apple,113,20.00
24.05.2018,Bread,30,20.30
24.05.2018,Dried apricots,30,20.30
24.05.2018,Water,250,20.30
24.05.2018,Dumplings with potatoes,209,21.10
24.05.2018,Vegetable salad,108,21.10
24.05.2018,Fruit tea,250,21.10
25.05.2018,Water,300,6.45
25.05.2018,Water,300,9.00
25.05.2018,Oatmeal,214,10.00
25.05.2018,Fruit tea,250,10.00
25.05.2018,Brownie,39,10.00
25.05.2018,Water,300,14.20
25.05.2018,Walnuts,37,15.00
25.05.2018,Patty with cabbage,76,15.20
25.05.2018,Fruit tea,250,15.20
25.05.2018,Apple,188,17.15
25.05.2018,Water,250,17.50
25.05.2018,Ice cream,106,18.20
25.05.2018,Mineral water (Esentuki 4),250,18.45
25.05.2018,Dried apricots,31,19.00
25.05.2018,Pilaf without meat,130,20.30
25.05.2018,Meat,30,20.30
25.05.2018,Vegetable salad,101,20.30
25.05.2018,Cheese,50,22.00
25.05.2018,Sausage,20,22.00
25.05.2018,Red wine,375,21.30
25.05.2018,Water,300,22.15
25.05.2018,Water,250,23.10
26.05.2018,Water,300,6.10
26.05.2018,Water,250,8.00
26.05.2018,Scrambled eggs,152,10.00
26.05.2018,Black tea,300,10.00
26.05.2018,Cookie,51,10.00
26.05.2018,Black tea,300,12.00
26.05.2018,Ice cream,70,14.00
26.05.2018,Water,200,16.20
26.05.2018,Pizza,68,16.40
26.05.2018,Bread,50,16.40
26.05.2018,Water,300,17.00
26.05.2018,Rolls/Sushi,436,19.00
26.05.2018,Pumpkin seeds,20,19.00
26.05.2018,White wine,375,19.00
26.05.2018,Water,300,19.25
26.05.2018,Water,300,21.35
27.05.2018,Water,250,0.30
27.05.2018,Water,300,6.45
27.05.2018,Water,250,8.25
27.05.2018,Water,300,10.15
27.05.2018,Pizza,240,11.35
27.05.2018,Orange juice,250,11.35
27.05.2018,Black tea,250,11.35
27.05.2018,Water,300,15.30
27.05.2018,Water,300,16.30
27.05.2018,Gym,1,16.30
27.05.2018,Pizza,109,17.30
27.05.2018,Dried apricots,29,17.30
27.05.2018,Walnuts,20,19.10
27.05.2018,Peanuts / Almond Nuts,7,19.25
27.05.2018,Pilaf without meat,140,19.25
27.05.2018,Meat,30,19.25
27.05.2018,Bread,60,19.25
27.05.2018,Cookie,15,19.25
27.05.2018,Water,250,19.25
27.05.2018,Pumpkin seeds,20,21.20
27.05.2018,Fruit tea,300,21.40
27.05.2018,Patty with cabbage,71,21.40
27.05.2018,Cookie,30,21.40
28.05.2018,Water,300,6.00
28.05.2018,Lemon water,300,9.40
28.05.2018,Oatmeal,220,11.00
28.05.2018,Fruit tea,300,11.00
28.05.2018,Cookie,25,11.00
28.05.2018,Water,300,13.00
28.05.2018,Walnuts,41,13.40
28.05.2018,Peanuts / Almond Nuts,8,13.40
28.05.2018,Water,250,13.45
28.05.2018,Vegetable salad,100,15.35
28.05.2018,Soup,200,15.35
28.05.2018,Fish cutlet,60,15.35
28.05.2018,Rice,75,15.35
28.05.2018,Mors,200,15.35
28.05.2018,Water,250,16.15
28.05.2018,Ice cream,80,16.45
28.05.2018,Brownie,51,17.00
28.05.2018,Mineral water (Esentuki 4),250,17.20
28.05.2018,Apple,207,17.25
28.05.2018,Water,250,18.05
28.05.2018,Water,250,19.00
28.05.2018,Bread,50,19.20
28.05.2018,Pilaf without meat,141,20.30
28.05.2018,Bread,51,20.30
28.05.2018,Fruit tea,300,20.30
28.05.2018,Cookie,26,20.30
28.05.2018,Peanuts / Almond Nuts,20,23.20
28.05.2018,Red wine,150,23.30
29.05.2018,Water,300,7.30
29.05.2018,Water,300,10.20
29.05.2018,Oatmeal,218,11.30
29.05.2018,Black tea,250,11.30
29.05.2018,Cookie,12,11.30
29.05.2018,Water,300,6.18
29.05.2018,Borscht,200,15.10
29.05.2018,Stuffed cabbage,150,15.10
29.05.2018,Mors,200,15.10
29.05.2018,Bread,30,15.10
29.05.2018,Vegetable salad,100,15.10
29.05.2018,Apricots / peaches / nectarines,41,15.30
29.05.2018,Water,300,16.55
29.05.2018,Ice cream,80,17.10
29.05.2018,Apple,225,17.20
29.05.2018,Mineral water (Esentuki 4),250,18.20
29.05.2018,Chocolate/candy,10,18.20
29.05.2018,Water,300,19.20
29.05.2018,Apricots / peaches / nectarines,41,19.45
29.05.2018,Water,300,20.40
29.05.2018,Bread,64,21.00
29.05.2018,Brownie,25,21.00
29.05.2018,Walnuts,30,22.30
29.05.2018,Chocolate/candy,5,22.30
29.05.2018,Red wine,150,22.40
29.05.2018,Cookie,20,23.20
29.05.2018,Curd,130,23.59
30.05.2018,Water,300,6.45
30.05.2018,Water,250,8.00
30.05.2018,Oatmeal,218,10.30
30.05.2018,Fruit tea,250,10.30
30.05.2018,Cookie,12,10.30
30.05.2018,Water,300,13.00
30.05.2018,Water,300,14.30
30.05.2018,Water,300,15.45
30.05.2018,Chocolate/candy,10,15.45
30.05.2018,Ice cream,80,16.05
30.05.2018,Cod liver,65,19.15
30.05.2018,Bread,80,19.15
30.05.2018,Cherries,178,19.15
30.05.2018,Ice cream,67,19.20
30.05.2018,Mineral water (Esentuki 4),250,19.30
30.05.2018,Peanuts / Almond Nuts,10,20.00
30.05.2018,Water,300,20.25
30.05.2018,Dried apricots,35,20.40
30.05.2018,Pumpkin seeds,20,20.45
30.05.2018,Khachapuri,137,21.00
30.05.2018,Fruit tea,250,21.05
30.05.2018,Curd,130,23.59
31.05.2018,Water,300,7.30
31.05.2018,Water,250,9.20
31.05.2018,Oatmeal,217,11.30
31.05.2018,Fruit tea,250,11.30
31.05.2018,Cookie,12,11.30
31.05.2018,Water,250,13.45
31.05.2018,Marshmallow,44,13.55
31.05.2018,Chocolate/candy,10,14.00
31.05.2018,Cherries,352,14.00
31.05.2018,Peanuts / Almond Nuts,10,14.05
31.05.2018,Water,300,14.35
31.05.2018,Cookie,10,15.10
31.05.2018,Peanuts / Almond Nuts,8,15.10
31.05.2018,Mineral water (Esentuki 4),250,15.15
31.05.2018,Water,300,16.15
31.05.2018,Chocolate/candy,10,16.15
31.05.2018,Water,300,17.20
31.05.2018,Apple,213,17.30
31.05.2018,Fried potato,150,18.20
31.05.2018,Meat,38,18.20
31.05.2018,Fruit tea,250,18.20
31.05.2018,Bread,60,18.20
31.05.2018,Halva,10,19.15
31.05.2018,Water,250,19.15
31.05.2018,Pumpkin seeds,20,21.00
31.05.2018,Walnuts,20,21.00
31.05.2018,Dried apricots,30,21.00
31.05.2018,Water,250,21.00
31.05.2018,Water,250,22.30
31.05.2018,Cookie,15,23.59
31.05.2018,Curd,130,23.59
01.06.2018,Water,300,6.45
01.06.2018,Scrambled eggs,155,9.00
01.06.2018,Bread,75,9.00
01.06.2018,Fruit tea,250,9.00
01.06.2018,Water,300,12.00
01.06.2018,Water,300,15.00
01.06.2018,Water,300,16.40
01.06.2018,Water,250,17.50
01.06.2018,Peanuts / Almond Nuts,11,17.50
01.06.2018,Marshmallow,45,18.10
01.06.2018,Water,300,18.45
01.06.2018,Water,300,19.35
01.06.2018,Fried potato,94,20.00
01.06.2018,Meat,20,20.00
01.06.2018,Bread,60,20.00
01.06.2018,Halva,32,20.00
01.06.2018,Vegetable salad,250,20.00
01.06.2018,Water,300,20.36
01.06.2018,Dried apricots,34,20.45
01.06.2018,Ice cream,52,22.00
01.06.2018,Cheese,40,22.00
01.06.2018,Cookie,20,22.00
01.06.2018,Red wine,375,22.00
01.06.2018,Mineral water (Esentuki 4),250,22.35
02.06.2018,Water,300,7.00
02.06.2018,Water,250,7.45
02.06.2018,Water,250,9.00
02.06.2018,Cheesecakes,130,11.20
02.06.2018,Black tea,300,11.20
02.06.2018,Cookie,10,11.20
02.06.2018,Black coffe,100,11.55
02.06.2018,Latte,400,14.15
02.06.2018,Cookie,70,14.15
02.06.2018,Water,200,15.55
02.06.2018,Water,250,16.10
02.06.2018,Water,300,17.20
02.06.2018,Mineral water (Esentuki 4),250,18.20
02.06.2018,Water,250,19.50
02.06.2018,Meat,157,20.30
02.06.2018,Vegetable salad,199,20.30
02.06.2018,Bread,32,20.30
02.06.2018,Peanuts / Almond Nuts,20,20.30
02.06.2018,Red wine,420,20.30
02.06.2018,Cheese,45,20.50
02.06.2018,Halva,33,21.15
02.06.2018,Cookie,43,21.15
02.06.2018,Water,300,22.20
03.06.2018,Water,300,6.55
03.06.2018,Water,250,8.15
03.06.2018,Water,300,9.50
03.06.2018,Pizza,228,11.10
03.06.2018,Orange juice,250,11.10
03.06.2018,Black tea,250,11.10
03.06.2018,Cookie,10,11.10
03.06.2018,Water,300,15.00
03.06.2018,Water,300,16.00
03.06.2018,Gym,1,16.00
03.06.2018,Pizza,158,16.30
03.06.2018,Water,250,16.30
03.06.2018,Cookie,18,16.30
03.06.2018,Apple,202,16.35
03.06.2018,Water,300,17.40
03.06.2018,Marshmallow,42,17.40
03.06.2018,Dried apricots,30,18.25
03.06.2018,Cookie,9,18.25
03.06.2018,Mineral water (Esentuki 4),250,18.50
03.06.2018,Cherries,67,20.30
03.06.2018,Fried potato,54,20.50
03.06.2018,Sausage,80,20.50
03.06.2018,Vegetable salad,31,21.15
03.06.2018,Walnuts,30,21.15
03.06.2018,Halva,22,21.15
03.06.2018,Apple pie,79,21.15
03.06.2018,Fruit tea,250,21.15
03.06.2018,Pumpkin seeds,20,23.40
03.06.2018,Cherries,20,23.40
04.06.2018,Water,300,7.45
04.06.2018,Water,300,9.50
04.06.2018,Oatmeal,218,11.00
04.06.2018,Cherries,56,11.00
04.06.2018,Fruit tea,300,11.00
04.06.2018,Cookie,10,11.00
04.06.2018,Water,300,13.30
04.06.2018,Water,300,14.25
04.06.2018,Vegetable salad,120,15.50
04.06.2018,Soup,200,15.50
04.06.2018,Chicken cutlet,85,15.50
04.06.2018,Mashed potatoes,100,15.50
04.06.2018,Bread,40,15.50
04.06.2018,Mors,200,15.50
04.06.2018,Water,300,16.45
04.06.2018,Apple,222,16.45
04.06.2018,Mineral water (Esentuki 4),250,17.35
04.06.2018,Water,300,18.40
04.06.2018,Marshmallow,42,18.40
04.06.2018,Sausage,80,19.25
04.06.2018,Cookie,20,19.25
04.06.2018,Latte,250,19.35
04.06.2018,Brownie,30,19.35
04.06.2018,Stewed potatoes,140,20.20
04.06.2018,Meat,20,20.20
04.06.2018,Bread,27,20.20
04.06.2018,Peas,40,20.20
05.06.2018,Water,300,7.35
05.06.2018,Water,250,8.20
05.06.2018,Water,250,9.15
05.06.2018,Oatmeal,221,10.30
05.06.2018,Fruit tea,250,10.30
05.06.2018,Cookie,12,10.30
05.06.2018,Water,250,11.40
05.06.2018,Fruit tea,250,13.20
05.06.2018,Patty with curd,80,13.20
05.06.2018,Cookie,20,13.20
05.06.2018,Dried apricots,25,13.20
05.06.2018,Water,300,15.15
05.06.2018,Water,300,16.00
05.06.2018,Gym,1,16.00
05.06.2018,Mineral water (Esentuki 4),250,16.40
05.06.2018,Apple,218,16.50
05.06.2018,Water,250,17.40
05.06.2018,Walnuts,37,19.30
05.06.2018,Stewed potatoes,157,19.30
05.06.2018,Bread,80,19.30
05.06.2018,Cheese,18,19.30
05.06.2018,Sausage,47,19.30
05.06.2018,Cookie,12,19.30
05.06.2018,Water,250,19.40
05.06.2018,Pumpkin seeds,20,22.00
05.06.2018,Ice cream,146,22.00
05.06.2018,Water,250,22.20
05.06.2018,Curd,130,23.59
06.06.2018,Water,300,8.15
06.06.2018,Water,250,9.40
06.06.2018,Oatmeal,218,10.30
06.06.2018,Fruit tea,300,10.30
06.06.2018,Cookie,10,10.30
06.06.2018,Water,200,12.40
06.06.2018,Water,200,15.40
06.06.2018,Water,250,16.05
06.06.2018,Meat pie,183,16.30
06.06.2018,Bread,90,16.30
06.06.2018,Ice cream,110,16.30
06.06.2018,Cherries,190,16.30
06.06.2018,Water,250,16.45
06.06.2018,Water,250,18.30
06.06.2018,Apple,235,18.35
06.06.2018,Water,250,19.35
06.06.2018,Dried apricots,27,21.05
06.06.2018,Khachapuri,112,21.20
06.06.2018,Cheese,44,21.20
06.06.2018,Cookie,51,21.20
06.06.2018,Fruit tea,300,21.20
07.06.2018,Curd,130,0.25
07.06.2018,Water,300,7.30
07.06.2018,Water,300,9.50
07.06.2018,Oatmeal,220,10.45
07.06.2018,Black tea,300,10.45
07.06.2018,Cookie,20,10.45
07.06.2018,Cherries,51,10.45
07.06.2018,Brownie,64,13.45
07.06.2018,Marshmallow,42,13.45
07.06.2018,Bread,60,13.45
07.06.2018,Latte,250,13.45
07.06.2018,Water,300,15.00
07.06.2018,Water,300,16.30
07.06.2018,Gym,1,16.30
07.06.2018,Water,300,17.05
07.06.2018,Water,300,18.00
07.06.2018,Cherries,53,18.35
07.06.2018,Apple,231,18.35
07.06.2018,Stewed potatoes,70,19.15
07.06.2018,Meat,80,19.15
07.06.2018,Bread,84,19.15
07.06.2018,Water,250,19.15
07.06.2018,Brownie,64,19.15
07.06.2018,Water,250,22.20
07.06.2018,Cookie,8,22.20
07.06.2018,Pumpkin seeds,20,23.10
07.06.2018,Walnuts,30,23.10
08.06.2018,Curd,130,0.25
08.06.2018,Cookie,12,0.25
08.06.2018,Water,300,7.00
08.06.2018,Oatmeal,221,10.30
08.06.2018,Fruit tea,300,10.30
08.06.2018,Water,300,12.00
08.06.2018,Water,300,17.00
08.06.2018,Cod liver,87,19.30
08.06.2018,Bread,137,19.30
08.06.2018,Patty with curd,181,19.30
08.06.2018,Fruit tea,300,19.30
08.06.2018,Marshmallow,43,20.00
08.06.2018,Water,250,20.00
08.06.2018,Fried potato,46,22.30
08.06.2018,Vegetable salad,150,22.30
08.06.2018,Cheese,40,22.30
08.06.2018,Chocolate/candy,15,22.30
08.06.2018,Cookie,17,22.30
08.06.2018,Red wine,375,22.30
09.06.2018,Water,300,4.30
09.06.2018,Water,250,7.30
09.06.2018,Scrambled eggs,189,11.10
09.06.2018,Black tea,300,11.10
09.06.2018,Bread,40,11.10
09.06.2018,Water,200,14.00
09.06.2018,Mineral water (Esentuki 4),250,14.50
09.06.2018,Apple,257,15.15
09.06.2018,Cheese,20,15.50
09.06.2018,Water,300,19.00
09.06.2018,Fried potato,122,20.50
09.06.2018,Sausage,47,20.50
09.06.2018,Cheese,50,21.30
09.06.2018,Red wine,400,22.30
09.06.2018,Cookie,20,22.30
09.06.2018,Water,300,23.00
10.06.2018,Water,300,7.15
10.06.2018,Water,300,10.00
10.06.2018,Pancakes with meat,162,11.50
10.06.2018,Sour cream,30,11.50
10.06.2018,Cookie,28,11.50
10.06.2018,Black tea,300,11.50
10.06.2018,Water,250,14.00
10.06.2018,Water,250,15.00
10.06.2018,Soup,200,17.00
10.06.2018,Cookie,50,17.00
10.06.2018,Black tea,300,17.00
10.06.2018,Sausage,110,21.00
10.06.2018,Cheese,40,21.00
10.06.2018,Mayonnaise salad,78,21.00
10.06.2018,Bread,100,21.00
10.06.2018,Red wine,400,21.15
10.06.2018,Cookie,50,21.15
10.06.2018,Water,300,22.00
11.06.2018,Water,300,7.30
11.06.2018,Water,300,9.20
11.06.2018,Cheesecakes,120,11.30
11.06.2018,Black tea,300,11.30
11.06.2018,Cookie,60,11.30
11.06.2018,Chicken cutlet,100,14.20
11.06.2018,Mashed potatoes,100,14.20
11.06.2018,Beer,250,14.20
11.06.2018,Water,300,14.50
11.06.2018,Water,300,15.35
11.06.2018,Apricots / peaches / nectarines,80,18.10
11.06.2018,Cherries,300,18.10
11.06.2018,Water,300,18.15
11.06.2018,Cherries,80,20.30
11.06.2018,Stewed potatoes,149,20.00
11.06.2018,Bun,60,21.00
11.06.2018,Cheese,20,21.00
11.06.2018,Sausage,30,21.00
11.06.2018,Bread,60,21.00
11.06.2018,Mayonnaise salad,100,21.00
11.06.2018,Chocolate/candy,20,21.00
11.06.2018,Red wine,400,21.00
11.06.2018,Water,300,21.50
11.06.2018,Water,300,22.50
12.06.2018,Water,300,7.50
12.06.2018,Water,300,9.45
12.06.2018,Pizza,267,12.05
12.06.2018,Orange juice,200,12.05
12.06.2018,Fruit tea,200,12.05
12.06.2018,Mayonnaise salad,30,12.05
12.06.2018,Chocolate/candy,10,12.05
12.06.2018,Marshmallow,44,14.00
12.06.2018,Mineral water (Esentuki 4),250,14.00
12.06.2018,Water,300,16.00
12.06.2018,Water,300,16.30
12.06.2018,Water,250,17.00
12.06.2018,Pizza,91,17.00
12.06.2018,Cheese,15,17.00
12.06.2018,Cookie,35,17.00
12.06.2018,Water,250,18.00
12.06.2018,Apricots / peaches / nectarines,52,18.05
12.06.2018,Fruit tea,250,18.20
12.06.2018,Stewed potatoes,171,18.20
12.06.2018,Sausage,51,18.20
12.06.2018,Bread,46,18.20
12.06.2018,Cookie,15,18.20
12.06.2018,Apple,222,19.20
12.06.2018,Water,250,20.25
12.06.2018,Apricots / peaches / nectarines,34,21.30
12.06.2018,Cherries,142,21.30
12.06.2018,Water,250,21.30
12.06.2018,Cookie,35,22.05
12.06.2018,Mayonnaise salad,62,22.05
12.06.2018,Pumpkin seeds,20,22.05
12.06.2018,Cookie,15,23.10
12.06.2018,Curd,130,23.59
13.06.2018,Water,300,7.40
13.06.2018,Oatmeal,222,10.30
13.06.2018,Fruit tea,250,10.30
13.06.2018,Water,300,13.10
13.06.2018,Water,300,14.50
13.06.2018,Water,300,15.45
13.06.2018,Chocolate/candy,25,16.00
13.06.2018,Patty with cabbage,143,16.10
13.06.2018,Eggplant with cheese,123,16.10
13.06.2018,Apricots / peaches / nectarines,92,16.10
13.06.2018,Cherries,372,16.15
13.06.2018,Chocolate/candy,25,16.40
13.06.2018,Bread,66,16.40
13.06.2018,Water,300,16.50
13.06.2018,Water,300,17.30
13.06.2018,Apricots / peaches / nectarines,27,18.15
13.06.2018,Cherries,132,18.15
13.06.2018,Water,300,18.40
13.06.2018,Fish,100,21.10
13.06.2018,Bread,100,21.10
13.06.2018,Cookie,34,21.10
13.06.2018,Fruit tea,300,21.10
13.06.2018,Cheese,15,22.45
13.06.2018,Sausage,25,22.45
13.06.2018,Curd,130,23.59
14.06.2018,Water,300,7.20
14.06.2018,Water,300,9.35
14.06.2018,Scrambled eggs,174,10.40
14.06.2018,Bread,34,10.40
14.06.2018,Fruit tea,300,10.40
14.06.2018,Water,300,12.50
14.06.2018,Bread,25,13.20
